Symbol: VIX
Interval: monthly

Date,Close,High,Low,Open,Volume
,^VIX,^VIX,^VIX,^VIX,^VIX
1990-01-01 00:00:00+00:00,25.360000610351562,27.25,17.239999771118164,17.239999771118164,0
1990-02-01 00:00:00+00:00,21.989999771118164,24.8700008392334,19.709999084472656,24.8700008392334,0
1990-03-01 00:00:00+00:00,19.729999542236328,22.739999771118164,17.6200008392334,21.899999618530273,0
1990-04-01 00:00:00+00:00,19.520000457763672,24.15999984741211,17.729999542236328,22.84000015258789,0
1990-05-01 00:00:00+00:00,17.3700008392334,20.139999389648438,16.719999313354492,18.43000030517578,0
1990-06-01 00:00:00+00:00,15.5,19.360000610351562,14.720000267028809,17.09000015258789,0
1990-07-01 00:00:00+00:00,21.110000610351562,23.68000030517578,15.630000114440918,16.260000228881836,0
1990-08-01 00:00:00+00:00,29.899999618530273,36.470001220703125,20.43000030517578,21.639999389648438,0
1990-09-01 00:00:00+00:00,29.110000610351562,30.559999465942383,27.8799991607666,29.579999923706055,0
1990-10-01 00:00:00+00:00,30.040000915527344,33.97999954223633,27.270000457763672,28.059999465942383,0
1990-11-01 00:00:00+00:00,22.15999984741211,30.8700008392334,20.09000015258789,30.25,0
1990-12-01 00:00:00+00:00,26.3799991607666,26.3799991607666,20.940000534057617,22.290000915527344,0
1991-01-01 00:00:00+00:00,20.90999984741211,36.20000076293945,20.90999984741211,26.6200008392334,0
1991-02-01 00:00:00+00:00,21.229999542236328,23.600000381469727,19.56999969482422,21.040000915527344,0
1991-03-01 00:00:00+00:00,16.8799991607666,21.229999542236328,14.899999618530273,21.229999542236328,0
1991-04-01 00:00:00+00:00,18.239999771118164,20.1200008392334,15.470000267028809,17.420000076293945,0
1991-05-01 00:00:00+00:00,15.930000305175781,18.3799991607666,15.229999542236328,17.770000457763672,0
1991-06-01 00:00:00+00:00,19.549999237060547,19.549999237060547,15.5,16.8700008392334,0
1991-07-01 00:00:00+00:00,15.180000305175781,20.290000915527344,15.180000305175781,18.639999389648438,0
1991-08-01 00:00:00+00:00,14.460000038146973,21.190000534057617,14.40999984741211,15.470000267028809,0
1991-09-01 00:00:00+00:00,15.850000381469727,18.219999313354492,15.350000381469727,16.56999969482422,0
1991-10-01 00:00:00+00:00,15.479999542236328,18.579999923706055,14.8100004196167,14.8100004196167,0
1991-11-01 00:00:00+00:00,20.260000228881836,21.920000076293945,13.949999809265137,15.600000381469727,0
1991-12-01 00:00:00+00:00,19.309999465942383,20.56999969482422,15.4399995803833,20.18000030517578,0
1992-01-01 00:00:00+00:00,17.399999618530273,20.299999237060547,14.119999885559082,19.690000534057617,0
1992-02-01 00:00:00+00:00,16.68000030517578,19.309999465942383,15.34000015258789,17.079999923706055,0
1992-03-01 00:00:00+00:00,16.18000030517578,21.059999465942383,15.460000038146973,17.440000534057617,0
1992-04-01 00:00:00+00:00,15.529999732971191,21.440000534057617,14.829999923706055,16.93000030517578,0
1992-05-01 00:00:00+00:00,13.859999656677246,17.760000228881836,12.770000457763672,14.869999885559082,0
1992-06-01 00:00:00+00:00,13.350000381469727,18.530000686645508,12.729999542236328,14.470000267028809,0
1992-07-01 00:00:00+00:00,13.170000076293945,16.360000610351562,11.359999656677246,13.430000305175781,0
1992-08-01 00:00:00+00:00,13.579999923706055,16.520000457763672,12.34000015258789,14.050000190734863,0
1992-09-01 00:00:00+00:00,14.279999732971191,15.420000076293945,10.6899995803833,11.869999885559082,0
1992-10-01 00:00:00+00:00,16.149999618530273,25.1299991607666,15.029999732971191,15.4399995803833,0
1992-11-01 00:00:00+00:00,13.010000228881836,17.920000076293945,11.380000114440918,17.020000457763672,0
1992-12-01 00:00:00+00:00,12.569999694824219,13.890000343322754,10.289999961853027,12.9399995803833,0
1993-01-01 00:00:00+00:00,12.420000076293945,15.0600004196167,10.979999542236328,12.960000038146973,0
1993-02-01 00:00:00+00:00,13.15999984741211,16.649999618530273,11.6899995803833,12.510000228881836,0
1993-03-01 00:00:00+00:00,12.529999732971191,16.3700008392334,10.65999984741211,13.130000114440918,0
1993-04-01 00:00:00+00:00,12.420000076293945,15.449999809265137,10.710000038146973,13.039999961853027,0
1993-05-01 00:00:00+00:00,13.470000267028809,15.109999656677246,11.960000038146973,13.25,0
1993-06-01 00:00:00+00:00,11.260000228881836,15.880000114440918,10.859999656677246,13.640000343322754,0
1993-07-01 00:00:00+00:00,11.729999542236328,14.369999885559082,9.109999656677246,10.489999771118164,0
1993-08-01 00:00:00+00:00,11.850000381469727,13.25,10.800000190734863,11.8100004196167,0
1993-09-01 00:00:00+00:00,12.989999771118164,18.309999465942383,10.75,11.300000190734863,0
1993-10-01 00:00:00+00:00,11.460000038146973,14.789999961853027,10.0,12.5600004196167,0
1993-11-01 00:00:00+00:00,13.760000228881836,16.459999084472656,11.489999771118164,12.020000457763672,0
1993-12-01 00:00:00+00:00,11.65999984741211,14.760000228881836,8.890000343322754,12.930000305175781,0
1994-01-01 00:00:00+00:00,10.630000114440918,13.420000076293945,9.59000015258789,11.279999732971191,0
1994-02-01 00:00:00+00:00,14.869999885559082,16.309999465942383,10.210000038146973,10.8100004196167,0
1994-03-01 00:00:00+00:00,20.450000762939453,21.940000534057617,11.579999923706055,12.579999923706055,0
1994-04-01 00:00:00+00:00,13.770000457763672,28.299999237060547,13.050000190734863,23.610000610351562,0
1994-05-01 00:00:00+00:00,13.029999732971191,16.649999618530273,11.4399995803833,14.420000076293945,0
1994-06-01 00:00:00+00:00,14.970000267028809,17.709999084472656,10.479999542236328,13.15999984741211,0
1994-07-01 00:00:00+00:00,11.130000114440918,15.630000114440918,10.960000038146973,14.890000343322754,0
1994-08-01 00:00:00+00:00,11.970000267028809,13.34000015258789,10.75,11.710000038146973,0
1994-09-01 00:00:00+00:00,14.279999732971191,16.079999923706055,11.170000076293945,12.170000076293945,0
1994-10-01 00:00:00+00:00,14.5600004196167,17.219999313354492,12.75,15.6899995803833,0
1994-11-01 00:00:00+00:00,15.949999809265137,19.56999969482422,14.319999694824219,14.609999656677246,0
1994-12-01 00:00:00+00:00,13.199999809265137,18.15999984741211,11.359999656677246,15.489999771118164,0
1995-01-01 00:00:00+00:00,11.960000038146973,14.710000038146973,10.760000228881836,14.09000015258789,0
1995-02-01 00:00:00+00:00,11.75,13.010000228881836,10.510000228881836,11.739999771118164,0
1995-03-01 00:00:00+00:00,13.369999885559082,14.770000457763672,10.789999961853027,11.489999771118164,0
1995-04-01 00:00:00+00:00,11.75,14.479999542236328,10.949999809265137,12.520000457763672,0
1995-05-01 00:00:00+00:00,12.850000381469727,13.600000381469727,10.079999923706055,11.210000038146973,0
1995-06-01 00:00:00+00:00,11.380000114440918,14.050000190734863,10.359999656677246,12.15999984741211,0
1995-07-01 00:00:00+00:00,13.489999771118164,15.260000228881836,10.920000076293945,11.359999656677246,0
1995-08-01 00:00:00+00:00,11.520000457763672,14.489999771118164,11.359999656677246,13.4399995803833,0
1995-09-01 00:00:00+00:00,12.739999771118164,13.949999809265137,10.1899995803833,11.149999618530273,0
1995-10-01 00:00:00+00:00,13.829999923706055,16.989999771118164,12.289999961853027,12.399999618530273,0
1995-11-01 00:00:00+00:00,11.579999923706055,14.100000381469727,10.569999694824219,13.979999542236328,0
1995-12-01 00:00:00+00:00,12.520000457763672,15.420000076293945,10.0600004196167,11.119999885559082,0
1996-01-01 00:00:00+00:00,12.529999732971191,16.8700008392334,11.229999542236328,13.390000343322754,0
1996-02-01 00:00:00+00:00,17.040000915527344,17.389999389648438,11.109999656677246,11.4399995803833,0
1996-03-01 00:00:00+00:00,18.8799991607666,21.360000610351562,14.979999542236328,17.1299991607666,0
1996-04-01 00:00:00+00:00,15.829999923706055,21.09000015258789,13.989999771118164,18.420000076293945,0
1996-05-01 00:00:00+00:00,16.06999969482422,18.959999084472656,14.5600004196167,15.890000343322754,0
1996-06-01 00:00:00+00:00,13.680000305175781,18.8799991607666,13.550000190734863,16.799999237060547,0
1996-07-01 00:00:00+00:00,19.459999084472656,27.049999237060547,13.75,13.829999923706055,0
1996-08-01 00:00:00+00:00,17.010000228881836,19.389999389648438,13.220000267028809,19.389999389648438,0
1996-09-01 00:00:00+00:00,16.950000762939453,20.530000686645508,14.550000190734863,19.780000686645508,0
1996-10-01 00:00:00+00:00,18.110000610351562,19.209999084472656,14.630000114440918,16.899999618530273,0
1996-11-01 00:00:00+00:00,17.139999389648438,18.610000610351562,13.449999809265137,17.290000915527344,0
1996-12-01 00:00:00+00:00,20.920000076293945,22.1299991607666,16.829999923706055,18.65999984741211,0
1997-01-01 00:00:00+00:00,19.469999313354492,22.799999237060547,16.360000610351562,21.540000915527344,0
1997-02-01 00:00:00+00:00,21.100000381469727,21.549999237060547,18.709999084472656,19.889999389648438,0
1997-03-01 00:00:00+00:00,22.139999389648438,22.440000534057617,17.299999237060547,21.889999389648438,0
1997-04-01 00:00:00+00:00,20.059999465942383,23.040000915527344,17.56999969482422,22.850000381469727,0
1997-05-01 00:00:00+00:00,19.190000534057617,22.260000228881836,17.280000686645508,20.18000030517578,0
1997-06-01 00:00:00+00:00,21.530000686645508,22.280000686645508,18.200000762939453,21.079999923706055,0
1997-07-01 00:00:00+00:00,21.479999542236328,23.709999084472656,17.81999969482422,21.540000915527344,0
1997-08-01 00:00:00+00:00,24.760000228881836,26.309999465942383,19.329999923706055,21.290000915527344,0
1997-09-01 00:00:00+00:00,22.90999984741211,27.329999923706055,21.43000030517578,25.850000381469727,0
1997-10-01 00:00:00+00:00,35.09000015258789,48.63999938964844,19.280000686645508,22.950000762939453,0
1997-11-01 00:00:00+00:00,27.43000030517578,38.459999084472656,26.420000076293945,32.18000030517578,0
1997-12-01 00:00:00+00:00,24.010000228881836,33.08000183105469,20.40999984741211,27.860000610351562,0
1998-01-01 00:00:00+00:00,21.469999313354492,31.079999923706055,20.549999237060547,24.34000015258789,0
1998-02-01 00:00:00+00:00,18.549999237060547,21.899999618530273,18.389999389648438,21.31999969482422,0
1998-03-01 00:00:00+00:00,24.219999313354492,24.920000076293945,17.579999923706055,18.969999313354492,0
1998-04-01 00:00:00+00:00,21.18000030517578,27.469999313354492,19.25,24.850000381469727,0
1998-05-01 00:00:00+00:00,21.31999969482422,25.100000381469727,18.600000381469727,20.719999313354492,0
1998-06-01 00:00:00+00:00,19.709999084472656,26.489999771118164,18.93000030517578,22.709999084472656,0
1998-07-01 00:00:00+00:00,24.799999237060547,26.68000030517578,16.100000381469727,18.989999771118164,0
1998-08-01 00:00:00+00:00,44.279998779296875,45.02000045776367,25.350000381469727,26.149999618530273,0
1998-09-01 00:00:00+00:00,40.95000076293945,48.060001373291016,32.439998626708984,41.7400016784668,0
